address.streetAddress,address.city,address.state,address.zipcode,zpid,propertyTypeDimension,yearBuilt,county,livingArea,rentZestimate,monthlyHoaFee,price,url,datePosted,resoFacts.daysOnZillow,attributionInfo.trueStatus,imgSrc,bedrooms,bathrooms,longitude,latitude,description,rentAverage
2 Brooks Lane,Savannah,GA,31411,14132914,Single Family,2018,Chatham,2931,4408,216,940000,/homedetails/2-Brooks-Ln-Savannah-GA-31411/14132914_zpid/,4/15/2026,7,,https://photos.zillowstatic.com/fp/6accfc550beae679e1755c5aef59011e-p_d.jpg,4,3,-81.02641,31.94482,"Welcome to 2 Brooks Lane in The Landings, a golf course residence built in 2018 offering modern comfort and turnkey living in one of Savannah’s most prestigious gated communities. The home is positioned alongside the 10th green of the Marshwood Course and framed by mature coastal landscape. Natural light pours in through generous windows allowing serene golf course views throughout the home. Set on a 0.42-acre lot, this 2,931 square foot, single-level home features 4 bedrooms, 2 full baths, a half bath. The thoughtfully designed floor plan is ideal for both everyday living and entertaining. Enjoy seamless indoor-outdoor living with a spacious deck connecting the primary suite, living area, and a conditioned sunroom which provide year-round relaxation in this peaceful and lush oasis. The home’s exterior showcases durable Hardie Board siding, a paver driveway, and mature, professionally curated landscaping. Additional highlights include an irrigation system with well pump, a transferable flood policy (X500 zone), and a transferable termite bond for added peace of mind. Looking for future potential? The expansive attic offers ample space to vault ceilings or add a second floor with dormers, providing flexibility to customize and expand. Some amenities require additional fees. The owner holds an active real estate license.",4200
119 Bramswell Rd,Pooler,GA,31322,317208055,Single Family,2019,Chatham,0,3579,152,649900,/homedetails/119-Bramswell-Rd-Pooler-GA-31322/317208055_zpid/,2/6/2026,75,Active,https://photos.zillowstatic.com/fp/55a79ad4fcf0fc4611a7117ec8e0d58a-p_d.jpg,3,4,-81.297775,32.07772,"A perfect blend of nature, space, and an active, social lifestyle. Enjoy a lifestyle of privacy and flexibility in this Savannah Quarters home, beautifully set against protected woodlands for peaceful, scenic views. A standout feature is the variety of intentional spaces for living, working and unwinding. The primary suite is a private sanctuary featuring bay windows that frame panoramic views of the trees. A main-level guest suite with ensuite bath complete the thoughtfully designed plan. Designed with multiple living spaces, the home offers a private office with closet ideal as a dedicated workspace or additional space for entertaining, a cozy and inviting keeping room, and a spacious upstairs loft-perfect for working, relaxing, or hosting guests. The open-concept main living area flows seamlessly for everyday living and entertaining. Step outside to a screened porch that opens to an expansive pavered terrace, creating a true indoor-outdoor retreat overlooking the serene backyard and woods beyond. Located in the sought-after Savannah Quarters community, residents enjoy championship golf, tennis, pickleball, resort-style pools, fitness amenities, gourmet dining and more. A home where nature, space and lifestyle come together beautifully.",2250
21 Rookery Road,Savannah,GA,31411,14135357,Single Family,1989,Chatham,3665,4952,216,1075000,/homedetails/21-Rookery-Rd-Savannah-GA-31411/14135357_zpid/,2/25/2026,56,,https://photos.zillowstatic.com/fp/9e0572efc71e72569ca00f5a055c398a-p_d.jpg,4,4,-81.054924,31.890713,"Welcome to 21 Rookery Road, located in the highly sought after Landings community on Skidaway Island. Where coastal living meets resort style amenities. This beautifully appointed home offers 4 bedrooms, 3.5 bathrooms plus a dedicated office, providing a flexible and functional layout ideal for both everyday living and entertaining. Perfectly positioned on hole 12 of the Terrapin Point Golf Course, the home boasts serene golf course views and a peaceful setting that brings the outdoors in. Enjoy your mornings overlooking lush fairways and your evenings in a quiet, private environment. Residents of The Landings enjoy an unmatched lifestyle with world class amenities including championship golf courses, deepwater marina access for boating and fishing, scenic walking and nature trails, multiple swimming pools, on-site dining, fitness center, and so much more. Whether you’re seeking an active lifestyle or a tranquil coastal retreat, this community truly delivers. Conveniently located just minutes from historic Savannah, 21 Rookery Road offers the best of both worlds- resort style living with easy access to the charm, culture, and dining of downtown Savannah. This is a rare opportunity to own a golf front home in one of Coastal Georgia’s most prestigious gated communities.",4200
1325 Pine Barren Road,Pooler,GA,31322,14196962,Single Family,1968,Chatham,1821,2382,,725000,/homedetails/1325-Pine-Barren-Rd-Pooler-GA-31322/14196962_zpid/,2/16/2026,65,,https://photos.zillowstatic.com/fp/e27ab573803b1a959d0413d408fce30a-p_d.jpg,4,2,-81.286964,32.097973,"Prime Location! Outstanding land development opportunity! Located approximately 20 minutes from the new Hyundai Motor Plant, this property has 5 acres. An adjacent lot, offering an additional 7.25 acres, is currently available for sale. Merging both properties could provide an excellent chance to develop the area into a thriving community. Plus, the location is not in a flood zone! This property features a 4-bedroom, 2-bathroom house with a fenced backyard. Ideal for residential use or potential rezoning for light commercial or multi-family purposes.",2750
5 Ashstead Lane,Pooler,GA,31322,133706489,Single Family,2016,Chatham,4442,,225,628000,/homedetails/5-Ashstead-Ln-Pooler-GA-31322/133706489_zpid/,3/7/2026,46,,https://photos.zillowstatic.com/fp/d8424647c38d0f4a375f255d861d8fec-p_d.jpg,4,4,-81.293785,32.084003,"Luxury Living in Savannah Quarters! Nestled in the prestigious Savannah Quarters community, this exceptional 4-bedroom, 3.5-bath home offers an unparalleled blend of elegance, comfort, and thoughtful design. Upon entry, you are welcomed by a formal dining room perfect for memorable gatherings and an elegant den or office enclosed by French doors, offering a sophisticated and private workspace. Continue into the heart of the home where soaring vaulted ceilings and an open, airy great room. The kitchen features granite counter-tops, gas range, walk-in pantry, and an oversized island. The great room flows to a screened-in porch, creating indoor-outdoor living experience. A half bath on the main floor adds everyday functionality. A separate office nook provides an additional spot for managing everyday work flow. A main floor owner’s suite is complete with his-and-her closets, double vanity, and spa-inspired shower featuring three shower heads. A guest suite on the main floor with en-suite bathroom and walk-in closet offers ideal accommodations for visitors or extended family. Upstairs, two additional bedrooms share a full bath and beautiful loft overlooking the great room below. An oversized laundry room with mop sink and large closet, a tankless water heater, and 2-car garage with additional golf cart space round out the details of this functional home. The screened porch, accessible from both the owner’s suite and the main living area, leads to a paved patio space perfect for entertaining. A fenced yard, framed by mature shrubs, creates a private outdoor retreat you’ll never want to leave. Conveniently located near grocery stores, shopping, and easy access to I-16 and I-95, everything you need is just minutes away.
All of this within Savannah Quarters, where world-class amenities await, including the renowned Greg Norman golf course, resort-style pool, clubhouse, and the community’s newly completed pickleball courts.
This is more than a home, it’s a lifestyle.",2750
522 E 40th Street,Savannah,GA,31401,14165502,Single Family,1920,Chatham,2436,4152,,799000,/homedetails/522-E-40th-St-Savannah-GA-31401/14165502_zpid/,4/17/2026,5,,https://photos.zillowstatic.com/fp/fa1c5aa95387329e5d3824b0256745ab-p_d.jpg,3,4,-81.0943,32.053253,"Beautiful Traditional Style  3 bed, 3.5 bath home in sought-after Baldwin Park. Minutes to the Starland District, Daffin Park, and Downtown. Spacious open living concept downstairs with abundant natural light, updated kitchen with stainless appliances. Primary suite with Fireplace, Large Walk In Closet, Double Vanity Sinks and Oversized Shower. To round off upstairs there are 2 more Bedrooms(one with En Suite Bath), a versatile bonus/office space, Hallway laundry with included washer and dryer, and full bath with Tub/Shower.  Large Front porch with Swing and private backyard are ideal for entertaining. Off-street parking and a Detached Garage are just a few more conveniences added. This home is a stylish blend of modern comfort and neighborhood charm. Schedule your showing today and come see for yourself!",2600
26 Modena Island Drive,Savannah,GA,31411,14132626,Single Family,2023,Chatham,4714,7290,165,2790000,/homedetails/26-Modena-Island-Dr-Savannah-GA-31411/14132626_zpid/,2/25/2026,56,,https://photos.zillowstatic.com/fp/fd8b198b2b8091abe980a46b1ba9fd62-p_d.jpg,4,5,-81.01548,31.997278,"Experience refined Lowcountry living in this stunning custom-built marsh front home, thoughtfully designed to combine luxury, comfort, and effortless entertaining. Situated on over an acre on Modena Island, this four-bedroom, four-and-a-half-bath residence offers exceptional privacy and sweeping natural views. Step inside to an open-concept floor plan filled with light and architectural detail. Eleven-foot ceilings and dramatic vaulted spaces create an airy, elegant atmosphere, while wide-plank hardwood flooring flows seamlessly throughout the home. The chef’s kitchen is the heart of the home, showcasing beautiful white oak custom cabinetry, a matching butler’s pantry, and a full suite of Wolf and Sub-Zero appliances. A split bedroom floorplan on the main level and a Bonus Room with a theater screen, office, separate bedroom, and wet bar round out the upstairs of the home. The large, covered porch with a fireplace and outdoor kitchen provide opportunities to enjoy the calming and ever-changing marsh views. Modern convenience meets peace of mind with a whole-home generator and full water filtration system. Non-Property Owner memberships are available at The Landings Golf and Athletic Club subject to availability.",4200
124 Andrea Dr,Tybee Island,GA,31328,14124589,Single Family,1976,Chatham,3131,3908,,934300,/homedetails/124-Andrea-Dr-Tybee-Island-GA-31328/14124589_zpid/,4/10/2026,12,Active,https://photos.zillowstatic.com/fp/c356e258488084352134f01b84e45cbb-p_d.jpg,3,2,-80.86489,32.011868,"Welcome to a rare Tybee opportunity with deep water access, a floating dock with screened porch area, in-ground pool, and the possibility to live in half of the home and potentially rent out the other half. This versatile Gem features 2 separate living spaces. One unit with 2 bedrooms and 1 bathroom, and the other unit with 1 bedroom and 1 bath, a kitchen, living room, on each level! The kitchens include breakfast areas, perfect for casual dining, or entertaining. Step outside to enjoy direct water access with a private dock and dock house, ideal for boating, fishing, or simply soaking in the coastal lifestyle. Whether you're looking for an income-producing investment, vacation retreat, or multi-generational living, this property offers incredible potential. With a little TLC, this hidden gem can truly shine. Don't miss your chance to own a piece of Tybee Island deepwater living. Equal Housing Opportunity, HUD Owned and the property is being sold as is. CASE# 105-478124 Uninsured (UI).",
204 Lovell Avenue,Tybee Island,GA,31328,59913332,Single Family,2001,Chatham,1954,3963,,945000,/homedetails/204-Lovell-Ave-Tybee-Island-GA-31328/59913332_zpid/,4/21/2026,1,,https://photos.zillowstatic.com/fp/87d32c94de0526817a7af66f1ed09fde-p_d.jpg,4,2,-80.84243,32.010704,"Classic Tybee Island living just one block from the beach, this beautifully renovated coastal retreat blends relaxed elegance with effortless entertaining. Double wraparound porches and multiple sets of French doors invite in coastal breezes and create seamless indoor-outdoor living. Wake up to ocean views from the primary suite’s private porch—perfect for morning coffee and quiet moments by the sea. The expansive living and dining areas offer an ideal setting for gathering, complemented by a fully remodeled kitchen featuring thoughtfully selected modern finishes. Rich hardwood floors run throughout the home, while vaulted ceilings and a renovated main-level bath enhance both comfort and style. The oversized three-car garage provides ample space for vehicles, a golf cart, and additional enclosed storage for all your beach essentials. Outdoor shower for rinsing off those sandy toes, new HVAC unit, and newly built fire pit round out this wonderful home. Ideally situated within walking distance to Tybee’s shops and restaurants, this property captures the essence of island living—perfect as a primary residence, second home, or exceptional investment opportunity.",
"Waverly Plan, The Bluff at Moon River",Savannah,GA,31406,461568297,Single Family,2026,Chatham,4156,5101,,928400,/community/bluff-at-moon-river/461568297_zpid/,4/8/2026,13,,https://photos.zillowstatic.com/fp/5859a14f34b759d6cf7575776fde104e-p_d.jpg,5,5,-81.10718,31.944979,"The Waverly is a popular and spacious floorplan featuring five bedrooms, four full baths, powder bath, and a game room on the second floor. There is a large great room that is open to the café area and kitchen, with lots of cabinetry and a walk-in pantry. A downstairs guest bedroom with access to a full bath is perfect for guests. Additionally, the first floor includes a butler's pantry with entry from the dining room, a two-car garage and laundry room. The second floor has three spacious bedrooms and two full baths. Finally, this home impresses with a massive primary suite, which includes a sitting room before walking into the bathroom where you will find a walk-in closet. This plan comes with many additional optional upgrades!",3100
610 2nd Avenue,Tybee Island,GA,31328,14192852,Single Family,1982,Chatham,1710,2940,,750000,/homedetails/610-2nd-Ave-Tybee-Island-GA-31328/14192852_zpid/,3/20/2026,33,,https://photos.zillowstatic.com/fp/431f19dc64d2da5718b3f37fda5ae81a-p_d.jpg,4,2,-80.845,32.00609,"You'll love the BEACH VIBE of this wonderful island home! A short walk to the OCEAN and all the amenities of MEMORIAL PARK. Highlights include a breezy screened porch overlooking an expansive front yard with lovely old oak tree and pleasing view of quiet and shady 2nd Avenue, one of Tybee's most popular neighborhoods. Backyard is privacy fenced and includes a fire pit plus as ROOM FOR A SMALL POOL if desired. Features living room with wood burning fireplace, 4 spacious bedrooms, laundry closet with washer and dryer and tons of floored attic storage. Being sold FURNISHED and accessorized (minus a few personal items). In an X ZONE so NO FLOOD INSURANCE REQUIRED! Get yourself a new bathing suit and flips flops and make this one yours before the summer gets here!",
356 Eastern Wharf Avenue,Savannah,GA,31401,460792695,Townhouse,2026,Chatham,2118,,,1163339,/homedetails/356-Eastern-Wharf-Ave-Savannah-GA-31401/460792695_zpid/,3/2/2026,51,,https://photos.zillowstatic.com/fp/f39b33710594246f05c3fd595ec1d3cb-p_d.jpg,3,4,-81.077736,32.076633,"Enjoy the old world charm of Savannah juxtaposed with the convenience of a new home.  Situated along the Savannah River, you'll never tire of watching the cargo ships pass by or taking a stroll along the riverwalk to a favorite restaurant, shop or event.  Whether new to the area or a native of Savannah, you'll enjoy strolling through the neighborhood's newest parks & squares while walking your pup, participating in yoga or enjoying a happy hour beverage with neighbors.  Love boating?  A full service marina is just a ferry ride away and several boat clubs await to service you and your guests.  Bespoke experiences at the Woodhouse Spa and curated meals at Fleeting, Bowdie's Chophouse, Coop De Ville & Mint to be Mojito await.  For lighter options, Stevedore Bakery & coffee house or Honeysuckle Gelato may hit the spot.  A golfer? you can almost throw a stone and hit the Savannah Golf Club.  A clubhouse exclusive to Upper East River owners and guests will be complete by 2027 and includes wrap around bar for socializing, pool with towel service overlooking the river, side courtyard with bistro lights, fitness center and rooftop viewing deck where everyone has an $8,000,000 view! No HOA fee until clubhouse is complete. This townhome is turn key ready with handsome, low maintenance brick exterior and gas lanterns that take you back to another time.  It's ""Lee"" floor plan is twenty feet in width with high stoop to welcoming foyer.  The main (2nd floor) boasts an open floor plan with chef's kitchen that's the heart of the home and flows seamlessly to the dining and living room with outdoor deck, grilling and entertainment space.  The top floor hosts the primary suite with ensuite spa-like bath, separate free-standing soaking tub & shower, double vanities and large walk in closet.  There are two additional bedrooms with ensuite baths and powder room on the main living level, for a total of 3 beds/ 3 1/2 baths.  The abundance of windows & natural light and high ceilings give the experience of being in a free standing home rather than townhome.  Two car garage with driveway that can accommodate two additional (tandem) cars ensures you'll never search for parking. Whether looking for a pied e terre, walking distance to everything or a place to call home 365 days a year, there is a place for you at Upper East River.  This home is eligible to be used part or full time as a short term vacation rental. Pictures include ""examples"" of a finished unit. Design, location & upgrades vary.",2600
149 Grand Harbor Circle,Savannah,GA,31411,442986017,Single Family,2025,Chatham,3958,,375,1595000,/homedetails/149-Grand-Harbor-Cir-Savannah-GA-31411/442986017_zpid/,10/10/2025,194,,https://photos.zillowstatic.com/fp/142afd27290aaa2764d5f2069ffd627c-p_d.jpg,5,5,-81.068825,31.911812,"Experience the best of coastal luxury in Grand Harbor, a boutique deepwater community on Skidaway Island.  This exquisite new construction home offers 5 bedrooms and 5 full baths, blending timeless design with modern comfort.  A private study provides a quiet retreat, while the spacious primary suite features a walk-in closet with direct laundry access.  The 3 gourmet kitchen showcases custom cabinetry and quartz countertops, ideal for both everyday living and entertaining.  Take in serene lagoon views from the screened porch or unwind on the inviting front porch.  The gated community includes. private dock, and the home comes with a deeded dock slip-perfect for boating enthusiasts.  Residents will also enjoy a clubhouse and pool, scheduled for completion in Q4 2025.  For added assurance, the home includes a 2-year home warranty, offering peace of mind beyond move-in day.  Don't miss your chance to own this exceptional property in one of Skidaway Island's premier neighborhoods.",5500
640 Meinhard Road,Port Wentworth,GA,31407,2069100336,Single Family,2016,Chatham,2068,2467,,999900,/homedetails/640-Meinhard-Rd-Pt-Wentworth-GA-31407/2069100336_zpid/,2/25/2026,56,,https://photos.zillowstatic.com/fp/9f06ed0c50e51b989d498052648e2f89-p_d.jpg,3,3,-81.214775,32.184246,"REZONED TO C-1. Exceptional Location & Unique Opportunity near ANCHOR PARK in Pt. Wentworth. Located less than .25 miles from Anchor Park, this versatile property blends residential comfort with outstanding COMMERCIAL POTENTIAL. Currently zoned AR with Variances and in the final stage of C-1 Zoning, it's IDEAL for a Live-Work set-up: an ancillary business serving Anchor Park, or an INDEPENDENT venture with exceptional Road Frontage and Visibility.
THE HOME: 3 Bedrooms, 3 FULL Baths, Concrete Floors, Gourmet Kitchen, GENERAC GENERATOR, Buried Propane Tank.
THE GROUNDS & IMPROVEMENTS:PRISTINE 60 x 40 Metal Workshop with 2 Office Spaces, Full Bath with Shower. Upstairs Storage. 35 X 50 Metal Workshop with Air Compressor. Two Additional Covered Parking Structures. Highly compacted gravel PARKING AREA.
RARE OPPORTUNITY in one of Port Wentworth's growing corridors--LIVE, WORK, AND INVEST IN ONE PRIME LOCATION.",2200
6 River Otter Lane,Savannah,GA,31411,14137123,Single Family,2000,Chatham,4514,5368,210,1495000,/homedetails/6-River-Otter-Ln-Savannah-GA-31411/14137123_zpid/,10/28/2025,176,,https://photos.zillowstatic.com/fp/e78246626c530ef6a99219b400c70c88-p_d.jpg,5,4,-81.06208,31.938465,"Gorgeous marsh-view home in Oakridge at The Landings. Designed for easy, elegant living with the owner's suite on the main, plus spacious guest suites upstairs for family and friends. Wall to wall windows draws in the golden marsh light; fireside great room, formal dining, and an airy kitchen keep entertaining effortless. Back porch sunsets are enjoyed in your private hot tub. With a New Roof, three car garage, guest suite and office, this home is turn key. Tucked inside The Landings' premier, gated, golf-cart community on Skidaway Island, Georgia, a short drive to downtown Savannah. Neighborhood amenities include: six championship courses, two deep-water marinas, 30+ miles of trails, court sports, multiple pools, club dining, and a 52,000 square foot wellness center- resort living, every day. Some amenities require a club membership or extra fees.",5500
402 Cypress Street,Bloomingdale,GA,31302,459498370,Single Family,2025,Chatham,5916,4758,,3300000,/homedetails/402-Cypress-St-Bloomingdale-GA-31302/459498370_zpid/,1/3/2026,109,,https://photos.zillowstatic.com/fp/e6379370b8c113e024c18e3fb5d07454-p_d.jpg,6,4,-81.291794,32.12379,"Welcome to 26.63 acres of beautiful wooded privacy right here in Chatham County! Multi Family Compound or Multiple Homesites! The property boast a spring fed stocked pond, abundant wild life, and a custom built new construction home. You will spend endless days sitting on this wrap around porch. Preparing many meals in the gourmet kitchen with butlers pantry and open concept dining and living rooms. This split floorplan has primary bedroom on the main floor as well as two additional guest bedrooms with full baths. The second floor has a guest suite with one bedroom, full bath, and living room.  Above the homes three car garage you will find a guest suite, fully equipped living quarters with a full kitchen, 2 bedrooms, walk in closets, 1 full bath, and living room. In addition a separate workshop with three roll up bay garages. The main house has a fire suppression  system. There is also in place a starlink communication system. Property two pin numbers are 80010L01039 and 8000401022. Some photo's have virtual staging.",
151 Grand Harbor Cir,Savannah,GA,31411,442985983,Single Family,2026,Chatham,3500,5698,,1575000,/homedetails/151-Grand-Harbor-Cir-Savannah-GA-31411/442985983_zpid/,12/23/2025,120,Active,https://photos.zillowstatic.com/fp/c449918393b67823cd89d0f233d8e9d1-p_d.jpg,4,5,-81.06987,31.91186,"Luxury new construction just breaking ground in Grand Harbor on Skidaway Island. Built by May Construction, this elegant 3,500 sq. ft. single-level residence offers 4 bedrooms and 4.5 baths with refined finishes and thoughtful design throughout. The open-concept layout is ideal for upscale entertaining, featuring high ceilings, a chef's kitchen, and beautifully appointed living spaces. Enjoy tranquil lagoon views and seamless indoor-outdoor living in one of Skidaway Island's premier new gated communities that includes a new pool and clubhouse (expected to be completed in Q1, 2026) and a boat slip at the community dock. Just moments from golf, marina access, dining, and downtown Savannah! Option to join the Landings Club. Plans and finishes subject to change. Photos are for inspiration only.",4200
37 E 50Th Street,Savannah,GA,31405,14168591,Single Family,1935,Chatham,3523,,,1138000,/homedetails/37-E-50th-St-Savannah-GA-31405/14168591_zpid/,3/5/2026,48,,https://photos.zillowstatic.com/fp/6cf02ce20e3a991a29e5b0df26d0d3df-p_d.jpg,4,5,-81.10221,32.04661,"Stunning Ardsley Park residence (3127 sf) with lovely craftsmanship and charming appointments throughout. This classic brick home offers a private, fenced backyard, detached single-car garage, carriage house (396 sf), and coveted off-street parking. The true showpiece is the extraordinary chef’s kitchen — thoughtfully expanded to double its original size and finished with custom high-end cabinetry, marble countertops and backsplash, and premium commercial-grade Viking appliances, including a 6-burner range with built-in griddle, double convection ovens, pot filler, coffee bar, and mixer lift. Designed for both serious cooking and effortless entertaining, it is simply spectacular.
Gracious formal living and dining rooms blend beautifully with a comfortable family room, offering elegant yet livable spaces. Upstairs, three spacious bedrooms feature en suite baths and generous closets. The detached carriage house provides a fourth bedroom and full bath — ideal for guests, rental income, or a private office. Energy-efficient spray foam insulation in the attic and crawl space keeps utility costs impressively low. Home is set for generator interface and there is a whole house surge protection system in place.  
Unbeatable location just a short stroll to Habersham Village and Starland Yard. If you’ve been waiting for a truly special, beautifully updated traditional home in Ardsley Park, this is the one.",2950
309 W 33rd Street,Savannah,GA,31401,14163108,Multi Family,1900,Chatham,2818,,,750000,/homedetails/309-W-33rd-St-Savannah-GA-31401/14163108_zpid/,3/20/2026,33,,https://photos.zillowstatic.com/fp/b75e4b82cf3946b2e14c74c31c55b43a-p_d.jpg,6,4,-81.10274,32.06124,"Great INVESTMENT opportunity in the hottest area in town!! In fact, 'Southern Living' just named the Thomas Square Streetcar District the BEST neighborhood in ALL of the South. This duplex features wood floors throughout, original transoms, moldings, fireplaces, high ceilings and tons of natural light! Both 3 bed / 2 bath units include spacious living areas, full kitchens, laundry, large bedrooms, generated $5,650/month in gross income. The FOUR full baths are updated with tiled showers and tubs and refreshed vanities. With a strong rental history and consistent demand, this property is an amazing investment opportunity with long-term upside. Flexible use allows for potential conversion to a single-family home too! Is ideally located within minutes from SCAD, Forsyth Park, Starland Yard, shopping, and local cafes. A RARE OPPORTUNITY to own a high-performing asset in a prime location.",
2315 Barnard Street,Savannah,GA,31401,248652401,Townhouse,2018,Chatham,1742,3409,,729000,/homedetails/2315-Barnard-St-Savannah-GA-31401/248652401_zpid/,4/21/2026,1,,https://photos.zillowstatic.com/fp/f9320f3436c98ec972c0e3747ac89a16-p_d.jpg,3,3,-81.103325,32.055557,"This isn't just a townhouse, it's a walkable local lifestyle! Located in Savannah’s sought-after Starland District, this ~2,000 sq ft home blends stylish design with effortless livability. Currently enjoyed as a pied-à-terre, the space feels both energized and inviting, with defined areas for relaxing and entertaining. Featuring 3 bedrooms and 3 full baths, the home offers hardwood floors, soaring 10’ ceilings, plantation shutters, and updated fixtures throughout. All highlighted by Kelly Wearstler drapes, and light fixtures as well as an Andrew Neyer original fixture in the living room. The open-concept layout flows seamlessly into a well-appointed kitchen with granite countertops, stainless steel appliances, and aluminum-clad windows that bring in beautiful natural light. Spacious closets, a main-floor bedroom, a pergola with back deck, and off-street parking add to the home’s appeal.Just steps from Starland Yard, Foxy Loxy, Sixby, Lone Wolf Lounge, Two Tides, Brochu's and many more—and minutes to downtown—this is the perfect opportunity to enjoy vibrant Savannah living and make it your own.",2600
361 Island Road,Savannah,GA,31406,133712111,Single Family,1952,Chatham,3220,3081,,1075000,/homedetails/361-Island-Rd-Savannah-GA-31406/133712111_zpid/,3/20/2026,33,,https://photos.zillowstatic.com/fp/7485faa78511d6c0b22b2c4e57b77577-p_d.jpg,3,3,-81.09067,31.930452,"Picture this—driving up your Azalea  and camellia-lined driveway to your beautifully updated waterfront retreat, where timeless charm meets modern luxury. Set along the water with a private dock and two floating docks, this exceptional property offers the perfect setting for boating, entertaining, and enjoying coastal living.
Inside, the thoughtfully renovated kitchen features granite countertops, tile flooring, and quality finishes designed for both everyday living and elegant entertaining. Rich oak floors flow throughout the main living spaces, complemented by detailed crown molding and custom shutters that add warmth, sophistication, and architectural character.
Originally built in the 1950s, this stunning home has been tastefully modernized while preserving its classic appeal and now offers three spacious bedrooms. The main-level primary suite provides a luxurious private retreat, complete with a spa-inspired bathroom featuring a steam shower and a relaxing soaking tub.
Upstairs, a dedicated theatre room opens onto a private balcony—an ideal space for movie nights, entertaining guests, or simply unwinding while taking in peaceful waterfront views from the deck.
This rare waterfront gem offers the perfect blend of classic design, modern upgrades, and effortless coastal elegance.",2150
3204 Abercorn Street,Savannah,GA,31405,133712340,Single Family,1954,Chatham,4107,4452,,1325000,/homedetails/3204-Abercorn-St-Savannah-GA-31405/133712340_zpid/,2/16/2026,65,,https://photos.zillowstatic.com/fp/73564e3182345b52ad6fafd9b72ea218-p_d.jpg,4,4,-81.1007,32.047844,"Overlooking Lattimore Park and located on a stunning section of Abercorn Street, this immaculate +/- 4107 sq.ft. Savannah Grey Brick home has been meticulously updated & restored. Beautifully proportioned, sprawling, light-filled home with original detailing throughout…. Sophisticated and perfectly scaled interiors with impressive Entry Hall, Formal Living & Dining Rms, dedicated Sun/Setting Room & glorious Piano/Family room. The superlative Kitchen serves as a true Heart of the Home and is a Chef’s delight. Ensuite Guest bedroom and a rare 'attached' 2-car Garage complete the Main Level. Upstairs is the over-scaled ensuite Primary BD w/ 2 comfortably sized additional bedrooms and Jack-n-Jill Bath. (NOTE: 3rd Floor Walk-up finished/conditioned Attic & additional Basement for potential Value Add). Splendid grounds & gardens, mature landscaping, thoughtful design choices, endless upgrades – A GRAND & CHARMING SOUTHERN HOME AND TRUE ARDSLEY PARK GEM! Note: Furnishings available upon request.",2950
7 Brighton Way,Savannah,GA,31406,14138160,Single Family,1986,Chatham,2207,2391,,599900,/homedetails/7-Brighton-Way-Savannah-GA-31406/14138160_zpid/,4/3/2026,19,,https://photos.zillowstatic.com/fp/f56556ba41ef2e7d55f5b0668869115d-p_d.jpg,3,3,-81.06266,31.997524,"Great location & truly move-in ready, this beautifully maintained 3-bedroom, 2.5-bath home features an open floor plan designed for both everyday living and entertaining. Enjoy rich hardwood floors, quartz countertops in the spacious kitchen as well as bathrooms, and large family room with wood burning fireplace. Generous walk-in closets and a light-filled sunroom add comfort and versatility throughout. Step outside to a private, fully fenced backyard, & expansive patio perfect for relaxing or hosting. An additional art/workout/flex space studio and separate storage shed for tools and toys. Enjoy serene marsh views and river breezes from the peaceful front porch, all just steps away from historic Isle of Hope, the conveniences and many restaurants of Sandfly, and only a couple minutes from the Truman Parkway for access to Historic Savannah, Midtown, and the rest of all the city has to offer.",2150
"Abbeyville Plan, The Bluff at Moon River",Savannah,GA,31406,461568288,Single Family,2026,Chatham,2498,3115,,820400,/community/bluff-at-moon-river/461568288_zpid/,4/8/2026,13,,https://photos.zillowstatic.com/fp/b0ad3e856e94b64ce0cd17f8d437e0c3-p_d.jpg,4,3,-81.10718,31.944979,"Tucked along the quiet banks of Moon River, The Bluff at Moon River is an intimate, gated enclave designed for those who value both privacy and proximity. With only a limited collection of homesites, this secluded setting offers a rare opportunity to enjoy the natural beauty and timeless charm of coastal Southern living while remaining just minutes from the culture, history, and energy of downtown Savannah. Nearby, the vibrant Moon River District invites residents to explore local cuisine and easy access to boat ramps and outdoor recreation, creating a lifestyle that balances tranquility with connection. Within this exclusive setting, Landmark 24 presents its premier collection of floor plans, thoughtfully designed to complement the landscape and elevate everyday living.",2600
113 Mercer Rd,Savannah,GA,31411,14138999,Single Family,1978,Chatham,2605,3851,216,799000,/homedetails/113-Mercer-Rd-Savannah-GA-31411/14138999_zpid/,3/26/2026,27,Active,https://photos.zillowstatic.com/fp/675dde76cb20c23190e0cf787204fd4e-p_d.jpg,3,3,-81.03517,31.930214,"This stunning ranch style home on almost half an acre has been renovated and re-invigorated for its next owner. The sellers left no stone unturned when they obtained this property, and since have added all new interior flooring, Thermador appliances, new roof, HVAC with built in dehumidifier, renovated bathrooms, and overhauled landscape. There have been over 13 trees removed, with nothing to hang directly overhead; new gutters and French drain systems allow for proper drainage. The home is spacious, yet warm, with primary suite and two additional bedrooms on the right side, and a large bonus room just off the great room. Primary suite features upgraded tray shiplap ceiling and walk-in closet; bathroom has enormous walk-in shower with rain showerhead, separate vanities, and water closet. Secondary bath is marble-clad with walk-in shower and large single vanity; bedrooms are great size for queen sized beds. Kitchen is open to the vaulted great room, with upgraded appliances, coffee bar, and double pantries. Laundry and half bath are beyond, along with a two car side-entry garage right off the kitchen. Meticulously maintained, all one level living, located behind the gates of the Landings at Skidaway Island; Savannahs premier golf and tennis lifestyle community.",3200
